Image_name,Type,Mal-Ben,kurtosis_L,kurtosis_A,kurtosis_B,skew_L,skew_A,skew_B,mean_L,mean_A,mean_B,std_L,std_A,std_B
ISIC_0033969.jpg,vasc,benign,0.23242570953749775,1.328614875421093,-0.5899662364500999,0.6964336034450563,0.6235473351853171,-0.206172879601885,40.587115666178626,135.370389737154,119.78466847939761,27.80538372470885,5.0027448682763564,5.912999872843177
ISIC_0032692.jpg,vasc,benign,-0.012824983565142833,3.0418392989907517,-0.5171282539081448,0.5137336410406346,0.9621230381423792,0.06889022699529959,48.33756491633007,137.0542020792786,117.95790585542852,27.632426400008267,5.341530057353487,6.345081923513202
ISIC_0029099.jpg,vasc,benign,0.14197295243398367,7.91391387524828,9.227977233253483,-1.4413005942868031,1.6170730952470964,2.4334029707869576,135.01468194882094,137.53106063229336,130.20763357456977,67.7055678423491,6.6084419382877515,2.679267931750872
ISIC_0031759.jpg,vasc,benign,-1.105248935538495,-0.6970043632560028,-0.5724115334274074,-0.5529892989930222,-0.7304265050438332,0.08544218728112214,73.92873437809958,149.39377107716723,125.336887522317,44.582122996776285,11.944781906799154,5.887284027852171
ISIC_0031996.jpg,vasc,benign,3.4320503862175187,2.5017758106666212,-0.26999115637432736,-1.6269627393601034,-1.4263391086838046,0.7425245012250268,92.50131375655648,149.9947843372664,120.37657084936576,30.58887939338758,7.675274603576202,3.9785485936301765
ISIC_0026876.jpg,vasc,benign,3.6528185874388264,0.8853113079646198,-0.3088641276134938,-2.144533669955575,-1.16873573754694,0.376662523180467,120.77330535691345,158.90044105682352,122.99564652649909,41.813700230834435,12.601808853593075,2.998726212947922
ISIC_0024904.jpg,vasc,benign,-1.3943245015334926,-0.2599227558420436,0.2034331618433156,-0.6793830786463516,0.27194474897678245,-0.9492140757933002,107.65678871474756,140.35697105972636,128.0401158953362,73.4991997604443,9.664231910007166,10.493454419602086
ISIC_0028680.jpg,vasc,benign,1.4583180557898237,1.8678298583488306,0.6992244847970852,-1.5960820662390203,-1.8548623980148924,-0.610197079297203,93.94181034482759,172.61370392390012,127.2842598097503,38.89619198971199,17.903435393381645,1.9891147414104886
ISIC_0029404.jpg,vasc,benign,-0.9434521972513901,1.5051516586524079,3.614242818176481,0.6064453200660768,1.3938343509805735,-0.7821581118602867,59.946723281525394,134.84673930459863,125.43158147732736,56.46546970162736,7.238624015583064,6.129040662888048
ISIC_0027563.jpg,vasc,benign,0.6747185525668722,1.1789923484460143,-0.30142129585827027,-1.3996875547846517,-1.6335078502544726,0.9890274358553414,94.16542939434505,155.78812218571255,115.96353089124173,42.58618170311853,12.104024869559638,6.13488206827254
ISIC_0027210.jpg,vasc,benign,-1.1649900795171308,-1.2594207761646368,0.6345717330405165,0.2795801813308517,0.13455033792124088,-0.8460316390028947,54.923515193370164,144.07130524861878,126.01605662983425,44.29144654547793,12.646991751722986,4.642716677925673
ISIC_0026467.jpg,vasc,benign,0.6495864668715949,0.38475000604709386,-1.1596836986633123,-1.5556029399767706,-1.4332957095549452,0.0036638222887321803,114.85705472268492,176.7536553766426,133.24437041149977,53.58565716515461,23.150444437805003,3.5653220475832015
ISIC_0033450.jpg,vasc,benign,-0.868446248536578,-0.4528307147141555,-0.18005167590822424,-0.6159965157441691,-0.9250330393892052,0.4113753942087051,72.72795732663947,156.67657298250333,127.6418934062486,39.83932758016414,14.628379865657546,9.200359712665245
ISIC_0024706.jpg,vasc,benign,2.1291052930673695,2.3385251561594265,-0.9623633105593341,-1.8201936024490524,-2.00063360894515,-0.2404212071492757,108.16180052510043,184.7173314775567,137.42944358333597,42.62153198908627,21.897051144632545,5.571821868507858
ISIC_0030606.jpg,vasc,benign,1.2873192303664718,0.12576089846803384,0.25233021737418193,-1.7017030974421126,0.9692785460551809,-1.3452912102692827,125.62378807542561,144.62243937196223,125.59096114207192,53.96785247740695,12.857705380511312,5.771111319932678
ISIC_0030956.jpg,vasc,benign,-0.30697629840080465,0.5973008429481061,-1.108985291950667,-0.9128059831617745,-1.4332859886669114,-0.10128425563951476,90.02706079536797,153.7266493981411,115.44784397379247,45.92197304571315,11.963528360032885,11.926807724392383
ISIC_0030104.jpg,vasc,benign,1.8350739472622326,2.3752144720676194,1.0452251616683697,-1.6745754855818005,-1.9970290827796209,0.25139597249341866,86.0846748552495,174.05067103986076,131.15669868469493,34.388699828285496,17.73300961415623,2.7673391240406326
ISIC_0032076.jpg,vasc,benign,-0.4358914742859703,0.25326070302691894,-0.39789044101580373,-0.018469115060559024,-0.920004349079484,0.7082180340617965,66.379353013965,147.0534441105415,107.46479288197513,37.973656258466974,8.933014410663636,10.398703459120364
ISIC_0024370.jpg,vasc,benign,3.385527394853426,4.425905816363336,-0.45896161526793344,-1.9457121888699491,-2.3477712592292344,-0.1853659586526427,96.45997691530803,170.29756167941133,123.76913865243111,33.00821600742941,13.884341538216564,4.92404432235276
ISIC_0032932.jpg,vasc,benign,2.8745265861084777,0.6663607514931411,0.04054978502917139,-1.9548149087518996,-1.4073034351922045,0.48099319346825287,108.91782657109054,175.43863525645486,133.22235367805692,40.1170279182622,19.966998385875115,5.680411390123227
ISIC_0025452.jpg,vasc,benign,0.8797301995200342,0.7934217348756771,0.16814461243704226,-1.5391728387923862,-1.5848472932919788,0.13178443757290917,98.59136192443202,175.41860041307254,129.2338719475155,44.48417770478954,21.35922858823967,1.4293297088069903
ISIC_0033230.jpg,vasc,benign,-1.3737600558200347,-1.0913997206156258,7.214308684979544,-0.7019440474486013,-0.019849024768954646,-1.7968707609710053,111.20600582555063,146.23373978650775,128.4255906924727,74.56698841212311,13.570689562780261,4.2978319268415275
ISIC_0030275.jpg,vasc,benign,-0.946768787050162,3.0288534443801156,3.529129644232695,0.4228980215542604,1.6916394798093124,-0.0912798139270736,63.60253407155025,134.0163969335605,125.7651192504259,53.23447384612608,6.788006406170523,5.2065294179835275
ISIC_0029877.jpg,vasc,benign,1.2060592996379587,2.5344278290957822,0.4111617644361707,-1.4104855372167175,-2.00307320866741,0.611165040753394,90.00273883641805,171.98101167534907,125.64588539240185,37.41088196391598,16.750842784464734,2.7846554199745555
