Image_name,Type,Mal-Ben,Contrast_R_1,Contrast_R_2,Contrast_R_3,Contrast_R_4,Dissimilarity_R_1,Dissimilarity_R_2,Dissimilarity_R_3,Dissimilarity_R_4,Homogeneity_R_1,Homogeneity_R_2,Homogeneity_R_3,Homogeneity_R_4,Energy_R_1,Energy_R_2,Energy_R_3,Energy_R_4,Correlation_R_1,Correlation_R_2,Correlation_R_3,Correlation_R_4,ASM_R_1,ASM_R_2,ASM_R_3,ASM_R_4,Contrast_G_1,Contrast_G_2,Contrast_G_3,Contrast_G_4,Dissimilarity_G_1,Dissimilarity_G_2,Dissimilarity_G_3,Dissimilarity_G_4,Homogeneity_G_1,Homogeneity_G_2,Homogeneity_G_3,Homogeneity_G_4,Energy_G_1,Energy_G_2,Energy_G_3,Energy_G_4,Correlation_G_1,Correlation_G_2,Correlation_G_3,Correlation_G_4,ASM_G_1,ASM_G_2,ASM_G_3,ASM_G_4,Contrast_B_1,Contrast_B_2,Contrast_B_3,Contrast_B_4,Dissimilarity_B_1,Dissimilarity_B_2,Dissimilarity_B_3,Dissimilarity_B_4,Homogeneity_B_1,Homogeneity_B_2,Homogeneity_B_3,Homogeneity_B_4,Energy_B_1,Energy_B_2,Energy_B_3,Energy_B_4,Correlation_B_1,Correlation_B_2,Correlation_B_3,Correlation_B_4,ASM_B_1,ASM_B_2,ASM_B_3,ASM_B_4
ISIC_0026790.jpg,bkl,benign,115.65937302912509,186.9281839443091,108.51859688196406,136.3504578901151,1.8423372287145618,2.406817598744995,1.793830734966636,2.131815832624019,0.775341041705794,0.7649837149328025,0.7771846731969967,0.766573754756715,0.7097359245008409,0.7078166668076213,0.7097895598178469,0.708114891569053,0.9906268868244269,0.9848731861146498,0.9912087777352284,0.9889660940572798,0.5037250825270633,0.5010044338106513,0.5038012192264127,0.5014266996618518,162.05659061398845,242.9537499396062,154.55854491463143,187.45885309965442,2.3671229827490663,3.0471052347828214,2.3241722345954807,2.7657603057808724,0.7697002844611913,0.7602078283511972,0.7708917333242784,0.7624119634397039,0.7154475719528599,0.7132726980106084,0.7156776468777395,0.7140565721840926,0.9769809972730915,0.9655441857436866,0.9780546619092292,0.973414497925185,0.5118652282132427,0.5087579417273326,0.5121944942404584,0.5098767882792962,143.259862734189,213.83854308035538,136.38951002227685,167.04977486606765,2.2592617325171904,2.928169071689844,2.245708982925076,2.6705087543829737,0.7707687508470246,0.7601568333534102,0.7712556741338162,0.7618414676909773,0.7182160126577372,0.7156844470730344,0.7181853490250254,0.7165054350424749,0.9783846416911431,0.9677839053379352,0.9794289763305509,0.9748329216855034,0.5158342408379789,0.512204227782235,0.5157901955541975,0.5133800384454063
ISIC_0032732.jpg,bkl,benign,77.42881098126547,147.2399879532058,92.77749072012024,101.79815654153086,1.223194212576517,1.8694334655756302,1.3921603563474547,1.4922420812713748,0.8716293483452029,0.861375911163953,0.8683499700166687,0.8649841124866312,0.8334097054414765,0.8315285278271373,0.8328745257825031,0.8319203690796183,0.9876904873993704,0.9766354748883439,0.9852572191898481,0.9838463340163317,0.6945717371240486,0.6914396925903662,0.6936799756974293,0.6920915004895684,101.6452680393248,182.9145383359879,120.59871566444129,129.1567757695687,1.4515080690038995,2.176396443962011,1.642100965107666,1.7446300627252347,0.8714811442642922,0.8628252552641892,0.8688244673096839,0.8663300572838653,0.838178082255046,0.8358120665107301,0.8376268336496729,0.8366153317455859,0.9725493936570919,0.9506948905380532,0.9674461636267517,0.9651854411081628,0.7025424975727466,0.6985818105249372,0.7016187124499769,0.6999252133117767,98.26443331478406,178.6596517581368,116.71263548626729,125.04333503129338,1.436534965683552,2.1664912939532788,1.6244543429844356,1.7318842465728588,0.8723344451843057,0.8639152894973083,0.8699399939050427,0.8672412751265584,0.8433680941431188,0.8418081571869079,0.8428456560775746,0.842381819948742,0.9687706487178496,0.943328322749252,0.9629253005719492,0.9603356692150968,0.7112697422185964,0.708640973506418,0.7103887999688371,0.7096071305801548
ISIC_0025716.jpg,bkl,benign,138.67439065108712,189.7821610628241,142.50676317743785,209.98048715196225,2.3465331107401455,2.957691177947213,2.400148478099568,3.1227621388285933,0.7662545248092355,0.7530511704057662,0.7647313132993637,0.7503797016173006,0.69076550889324,0.6879634799316516,0.6904329616494383,0.6878242531959716,0.9722369397785836,0.9620640961927226,0.9714808162503479,0.9580266157925907,0.47715698827653674,0.4732937497196681,0.4766976745320148,0.47310220328459607,124.5317974401793,166.87414436088568,128.68411284335983,181.51334629729868,2.281172324244124,2.859108164684523,2.3376614699332454,3.0043242077556003,0.7743198393596996,0.7617317700503847,0.7727373141420993,0.7593170053390057,0.7002402555983508,0.6975386615163469,0.6999171888584768,0.6972227943308683,0.963114199737163,0.950648295369421,0.9618989385065325,0.9463188675077131,0.49033641556044366,0.48656018431001685,0.4898840712595527,0.48611962493454425,123.24475607494188,166.26279879980493,127.20847067558054,181.04224189538698,2.279131886477514,2.8711772776456894,2.332123236822647,3.012325665270204,0.7733411505843405,0.7607420097360079,0.7715810501516218,0.7586279400591387,0.7059463845205781,0.7039786184833641,0.7053016257551384,0.7037835746312557,0.965919083987319,0.9540933721356933,0.9648364421746155,0.950012637304285,0.498360297817676,0.4955858952817458,0.4974503832928413,0.4953113199207483
ISIC_0029931.jpg,bkl,benign,308.68480059358427,426.9319950474599,265.10909057164315,426.61115965365286,2.911222407716562,3.6987220720505563,2.5763140311804262,3.687102855167177,0.7870744142920242,0.7763629468441542,0.7960648979466779,0.7764342271172243,0.7003120385514466,0.6963037310239751,0.7000701228542949,0.696283280141832,0.9679566969903723,0.9557248323870593,0.9725497434414109,0.9557581549858299,0.4904369513400828,0.48483888583790835,0.49009817691322755,0.484810406205069,326.69414208866726,417.4047651802896,281.7199517446204,417.8481024424688,2.994984232980905,3.7102483351987385,2.667219747587249,3.697450464954714,0.8001097415564854,0.7903329624391553,0.8082328279096396,0.7910818196099896,0.720107598468183,0.7157847464416325,0.7206548720633132,0.7155135092743891,0.9405207997694757,0.9240693455253841,0.948828220577146,0.9239887467160884,0.5185549533716138,0.5123478032385121,0.5193434446285904,0.5119595819541513,284.2183824893352,362.7980375607683,241.22530066815537,366.2859740250282,2.8521572992023785,3.5809459715712224,2.5558648849294987,3.572037285602371,0.8007057197212529,0.7876867119363544,0.8072559945904575,0.789410408205727,0.7295649021753959,0.7260165472568517,0.7292825589204411,0.7262190833713749,0.9485232622990601,0.9343337033986046,0.9564815714944663,0.9337024727313586,0.532264946486195,0.5271000268907604,0.5318530507455467,0.5273941570527599
ISIC_0030723.jpg,bkl,benign,352.4515822667445,551.9542184264328,392.0099665924328,508.7028566542205,3.1765757744388785,4.4354882487890235,3.3980512249443473,4.243650330357797,0.7313797921772212,0.7109789606368465,0.7288596403244242,0.7117428221241489,0.6222165753305238,0.6182821021625237,0.6215688473149386,0.6186415513731184,0.9774353967092613,0.9646696798947199,0.9749046922141031,0.9674381445015539,0.3871534666160454,0.3822727578545093,0.38634783195242145,0.38271736908533865,342.68963457614853,510.3684760421349,375.65499628805406,475.4575629018229,3.2768503060656755,4.51939572635933,3.4837564959168756,4.3458362303916465,0.7389508075497321,0.7206705074168505,0.7373147262842933,0.7212996920327958,0.6400967326472521,0.6349262790746859,0.6392747636352789,0.6359023246962207,0.9624216457809718,0.9440233922359341,0.9588172406616331,0.9478522943711843,0.4097238271456878,0.40313137985962594,0.40867222342094167,0.4043717665540577,318.6018326841096,481.58303928971975,349.5048663697176,446.973143806899,3.1295121498794565,4.325196783057428,3.3188975501114037,4.159954787303535,0.7366583494388551,0.7191810786562338,0.7347643550339649,0.7200957578290247,0.6431174727178727,0.6419380197619486,0.6423252932426817,0.6422175145396064,0.9683777260141876,0.9521890315410713,0.965314246074483,0.9556250848648796,0.41360008371502366,0.412084421215892,0.4125817823392971,0.41244333598142957
ISIC_0031428.jpg,bkl,benign,245.88321647190173,340.64342947232046,214.29126206385078,328.3093425940455,3.1903654238545838,3.9643764105732915,2.8899183370453487,3.910764414336121,0.68877302834337,0.6749079281903011,0.6943655882267812,0.6761149322356554,0.5917310289387517,0.5873407099464855,0.5919496419535344,0.5878818479501697,0.9789601094054081,0.9708828359721714,0.981668741864006,0.9719370917410735,0.3501456106089138,0.3449691095604416,0.3504043786089176,0.34560506714930644,298.5594583565233,388.3566039910902,261.2016295471509,376.54116920928834,3.6633871266926628,4.486687166063997,3.336098737936213,4.4615115764583875,0.6955501503755199,0.6835582005288352,0.7001477163062605,0.6845441968277082,0.6102407066037933,0.6057052755044754,0.6108175876546124,0.6063821026355796,0.957902207865699,0.9452949037556229,0.9631865801876442,0.9469592169199171,0.3723937199962969,0.3668788807739524,0.37309812538820003,0.3676992543967465,249.78184752365513,323.7295678395298,218.55029695620695,318.475592208281,3.667204600259735,4.54465311525189,3.3575872308835306,4.548787697387664,0.6892866510145287,0.6740044498242634,0.6933561296385655,0.6741319808158801,0.6146534786713642,0.6097140108363455,0.6150057667278704,0.6100233652796744,0.9468482693932224,0.9311605696596333,0.9535263583621248,0.9322777742477122,0.3777988988428092,0.37175117501014315,0.3782320931085358,0.372128506187139
ISIC_0033613.jpg,bkl,benign,112.04996475607572,184.91403266766898,130.49893838159062,171.84152503616707,1.281795585234657,1.8648378329138853,1.4309057164068315,1.7856784321308388,0.8299759209204796,0.8121692969997664,0.8251887217729924,0.8120239548344891,0.7509734567835196,0.7486836587474652,0.7504019455743063,0.7487030007603341,0.9899372681623094,0.983420291293431,0.9882851522356568,0.9845923947053165,0.5639611327933888,0.5605272208754909,0.563103079921704,0.5605561833475289,110.14579855314476,170.58535569676647,126.69303637713602,159.6433030552073,1.2554182897421673,1.8042394339489827,1.416347438752799,1.7354016159077768,0.836421032909263,0.8194878346944445,0.8308411043422756,0.8189179973052737,0.7567847260794854,0.7542055310467565,0.7559074839892832,0.7542802567942424,0.981785668446923,0.971836765940554,0.9790578290914075,0.9736432726502114,0.5727231216272017,0.5688259830615199,0.5713961243510085,0.5689387057895883,97.81843813763739,151.8464329933751,112.31677060133751,141.3962468999982,1.2782415136338385,1.8493703313987022,1.4474907201187928,1.7782644422218743,0.8315625809609499,0.8132486950937574,0.8256311130558371,0.814152667955348,0.7602987309614457,0.7578155030368726,0.7596474490057595,0.7581157386146757,0.9798480544907634,0.9687682784088874,0.9768705973796569,0.9709176690544922,0.5780541603015849,0.5742843366430282,0.577064246780958,0.5747394731352754
ISIC_0028555.jpg,bkl,benign,250.9087367835292,370.30244542687643,288.94264291017583,417.8844250439831,2.5151548877759304,3.3162955333872564,2.771432813660015,3.6216559893811335,0.779456223007938,0.7668418220222369,0.7758054362530332,0.7637389000388278,0.7065820641380332,0.7032706920538998,0.7059258261423298,0.7029881095390159,0.9828834660886218,0.9747569777030729,0.9802973617699963,0.9715134837032867,0.4992582133615636,0.49458966630197115,0.49833127201473076,0.4941922821532395,346.00588759043166,478.690746641595,390.0741982182656,534.1588839602864,3.0697866815062267,3.9743931050638497,3.361035634743875,4.334596264747235,0.7801379409959576,0.7693401875250783,0.7769057711237932,0.766444910983388,0.7197413746227171,0.7160362452248492,0.718628832380656,0.7152410890529195,0.9657862448237348,0.9526843822593213,0.9614373877959028,0.9472018752769514,0.5180276463437985,0.5127079044757004,0.516427398728785,0.5115698154696063,344.9970172509759,479.58511401706664,388.6281662954744,538.0501912988044,3.070599146726028,3.9973526776253934,3.3617594654788587,4.359221568241188,0.7805935386489885,0.7689959640451887,0.7771308763219266,0.7666294446075177,0.7284736074783618,0.7256914096801074,0.7272138553435289,0.7252104691365671,0.9667370190449261,0.9537674751285203,0.9625407389199309,0.9481314480341542,0.5306737967925382,0.5266280220835015,0.5288399914035989,0.5259302245452797
ISIC_0024435.jpg,bkl,benign,298.72378779447064,435.9627181159642,332.9183444691916,494.7424623816482,2.733426080504533,3.6262255949970292,2.997045285820365,4.041130168692636,0.7640773954612486,0.7448833624259168,0.7576334360309844,0.740368063399909,0.6501011397429576,0.6466285889548421,0.6487204304685842,0.6461211016098496,0.9785799547103501,0.968723749626373,0.9761491469614338,0.9645068424879613,0.4226314918950925,0.41812853205373013,0.4208381969073452,0.4174724779455256,410.4070599146753,564.7100103736473,449.9075983667452,634.0960509535337,3.1582749026154686,4.117396849240287,3.4774053452116074,4.592706478131821,0.7678648545787919,0.7500267762541027,0.7604737070807015,0.7456153285964778,0.6687829189799039,0.664659794299346,0.6670097092136288,0.6635865336376886,0.965961855465466,0.9531343392502537,0.9627164509900235,0.9473759274591532,0.4472705927192807,0.44177264215804884,0.4449019521852496,0.4403470876252832,433.8063253570767,598.0616208900669,473.5972457312601,670.4909927831023,3.344177332591349,4.388297496570139,3.6879213066072967,4.904324579570474,0.7634161823645288,0.744903806923905,0.7561547334922608,0.7409330208400792,0.6815480578558908,0.6788222508143583,0.6799264080368915,0.6779712360838082,0.9650252347211743,0.9517485041065364,0.9618552494017847,0.9459048966473305,0.46450775516713666,0.46079964820067165,0.4622999203459495,0.4596449969570068
ISIC_0030124.jpg,bkl,benign,111.94493785939535,174.21049187400087,118.72818114328356,168.9969994534462,1.88525319977741,2.5124502232750516,1.889057164068309,2.472457808299832,0.7517388536152351,0.7346991033813535,0.7536447598624961,0.7352739246325692,0.6669798959117095,0.6644841291282768,0.6666057999011689,0.6647580558471919,0.9808927042710596,0.9703066550773566,0.9797420327793647,0.9711952699192653,0.44486218155039475,0.4415391578633644,0.4443632924618772,0.44190327281373837,95.46482656279036,137.44698476674873,100.32227171492357,134.68708426442666,1.8582526432943858,2.409762373071795,1.8489755011136018,2.3835419834840947,0.7564304725457288,0.740965769429081,0.7588087792246218,0.7410197631824474,0.6727499181256551,0.6699095472360589,0.6723537463166076,0.670183377294535,0.9706479284016554,0.957797227824122,0.9691649189762427,0.958644648757543,0.4525924523380757,0.44877880147802146,0.45205956018597715,0.449145759201909,72.17226488592173,106.44210283658185,75.84161841128618,103.78917349257496,1.6314672602485696,2.1431115705092276,1.6199851521900692,2.1215463039737084,0.7600743130831655,0.7439993462667187,0.7622328717831129,0.7445256748770356,0.678602391584804,0.6773103217841553,0.6780616505071979,0.6774068610615068,0.9823072904620435,0.9739401571098452,0.9814138279676946,0.9745896644012402,0.4605012058646156,0.458749271995356,0.4597676018885454,0.45888005541320365
